Date,Time,Input Source,Output Destination,Job Information,Page Information,Pages,Sheets,Job Status,Job Hierarchy,Job Number
16/03/2023,10:25:42,LPD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,HD,PCL6,,20,,Completed,,d3021e84-c3a1-11ed-8000-1c7d22323175
16/03/2023,10:22:49,LPD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,HD,PCL6,,9,,Completed,,6e821e81-c3a1-11ed-8000-1c7d22323175
16/03/2023,10:17:42,HD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4 Oversized:Plain,1,1,Completed,,b6821e80-c3a0-11ed-8000-1c7d22323175
16/03/2023,10:16:45,LPD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,HD,PCL6,,1,,Completed,,97021e7d-c3a0-11ed-8000-1c7d22323175
16/03/2023,10:14:35,HD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4 Oversized:Plain,1,1,Completed,,47021e7c-c3a0-11ed-8000-1c7d22323175
16/03/2023,10:13:36,LPD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,HD,PCL6,,1,,Completed,,26821e79-c3a0-11ed-8000-1c7d22323175
16/03/2023,10:09:19,HD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4 Oversized:Plain,20,20,Completed,,76821e78-c39f-11ed-8000-1c7d22323175
16/03/2023,10:06:32,LPD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,HD,PCL6,,20,,Completed,,25821e75-c39f-11ed-8000-1c7d22323175
16/03/2023,9:48:18,Receive Fax,Folder,,,,,Completed with Warning(033-503):Incoming telephone call(T1 Timeout),,7e821e73-c39c-11ed-8000-1c7d22323175
16/03/2023,9:48:15,G3 (Without ECM),Folder,,,,,Completed with error(033-503):Incoming telephone call(T1 Timeout),Child Job,7e821e73-c39c-11ed-8000-1c7d22323175
16/03/2023,9:17:01,Scanner,Center Output Tray,1 Sided,Black & White:A4:Plain:White,1,1,Completed,,3d021e70-c398-11ed-8000-1c7d22323175
16/03/2023,9:16:53,Scanner,Center Output Tray,1 Sided,Black & White:A4:Plain:White,5,5,Completed,,35821e6d-c398-11ed-8000-1c7d22323175
16/03/2023,9:16:21,LPD:SGSIN1BL5030:22 Mar Napier AM.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,2,2,Completed,,23821e6a-c398-11ed-8000-1c7d22323175
16/03/2023,9:15:19,LPD:SGSIN1BL5030:21 Mar Napier PM.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,2,2,Completed,,ff021e67-c397-11ed-8000-1c7d22323175
16/03/2023,9:07:20,Scanner,Center Output Tray,2 Sided,Black & White:A4:Plain:White,12,6,Completed,,d2021e64-c396-11ed-8000-1c7d22323175
16/03/2023,8:14:31,LPD:SGSIN1BL7041:11857435_NS_Integrated_Review_Refresh_2023_Supply_AllPages_Revision_5.indd,Center Output Tray,1 Pages Up:2 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","     4

    64",34,Completed,,23821e61-c38f-11ed-8000-1c7d22323175
16/03/2023,7:34:50,LPD:SGSIN1BL7041:General Country Plan feedback 14-03-23.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,3,3,Completed,,e1821e5e-c389-11ed-8000-1c7d22323175
15/03/2023,20:37:27,LPD:SGSIN1BL7231:16001:ARS_A2_01_P013CEU_TN_v1.0.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,3,2,Completed,,ec021e5b-c32d-11ed-8000-1c7d22323175
15/03/2023,20:37:19,LPD:SGSIN1BL7231:16001:ARS_A2_01_P013CEU_PC_v1.0.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,d4021e58-c32d-11ed-8000-1c7d22323175
15/03/2023,20:36:54,LPD:SGSIN1BL7231:16001:ARS_A2_01_P013CEU_HO_v1.0.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,60,40,Completed,,c2021e55-c32d-11ed-8000-1c7d22323175
15/03/2023,20:34:54,LPD:SGSIN1BL7231:16001:ARS_A2_05_P013CEA_TN_v1.0.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,Black & White:A4:Plain:White,3,2,Completed,,9d021e52-c32d-11ed-8000-1c7d22323175
15/03/2023,20:34:46,LPD:SGSIN1BL7231:16001:ARS_A2_05_P013CEA_PC_v1.0.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,82821e4f-c32d-11ed-8000-1c7d22323175
15/03/2023,20:34:21,LPD:SGSIN1BL7231:16001:ARS_A2_05_P013CEA_HO_v1.0.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,60,40,Completed,,6e821e4c-c32d-11ed-8000-1c7d22323175
15/03/2023,20:28:56,LPD:SGSIN1BL7231:16001:P012CEA Dice game.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,e3021e49-c32c-11ed-8000-1c7d22323175
15/03/2023,20:23:46,LPD:SGSIN1BL7231:16001:P012CEA Cut ups.pdf,Right-Middle Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,40,40,Completed,,1b021e46-c32c-11ed-8000-1c7d22323175
15/03/2023,20:20:53,LPD:SGSIN1BL7231:16001:P012CEA Dice game.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,c3821e43-c32b-11ed-8000-1c7d22323175
15/03/2023,20:19:28,LPD:SGSIN1BL7231:16001:P012CEA Handout.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,4,2,Completed,,96821e40-c32b-11ed-8000-1c7d22323175
15/03/2023,20:17:52,LPD:SGSIN1BL7231:16001:P012CEA Handout.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,76,38,Completed,,2f021e3d-c32b-11ed-8000-1c7d22323175
15/03/2023,19:35:06,LPD:SGSIN1BL7295:Microsoft Word - Document1,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,6a021e3a-c325-11ed-8000-1c7d22323175
15/03/2023,19:17:35,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,f2021e37-c322-11ed-8000-1c7d22323175
15/03/2023,19:17:15,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,e5821e34-c322-11ed-8000-1c7d22323175
15/03/2023,19:16:34,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,cc021e33-c322-11ed-8000-1c7d22323175
15/03/2023,19:16:01,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,c0821e32-c322-11ed-8000-1c7d22323175
15/03/2023,19:15:47,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,b7821e31-c322-11ed-8000-1c7d22323175
15/03/2023,19:15:11,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,9a021e2e-c322-11ed-8000-1c7d22323175
15/03/2023,19:14:48,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,8b821e2b-c322-11ed-8000-1c7d22323175
15/03/2023,19:14:25,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,7e821e28-c322-11ed-8000-1c7d22323175
15/03/2023,19:14:03,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,71821e25-c322-11ed-8000-1c7d22323175
15/03/2023,19:13:18,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,55821e22-c322-11ed-8000-1c7d22323175
15/03/2023,19:12:54,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,49021e1f-c322-11ed-8000-1c7d22323175
15/03/2023,19:12:33,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,3b821e1c-c322-11ed-8000-1c7d22323175
15/03/2023,19:12:11,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,2c021e19-c322-11ed-8000-1c7d22323175
15/03/2023,19:11:30,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,11021e16-c322-11ed-8000-1c7d22323175
15/03/2023,19:10:59,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,03021e13-c322-11ed-8000-1c7d22323175
15/03/2023,19:10:37,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,f5821e10-c321-11ed-8000-1c7d22323175
15/03/2023,19:04:17,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,16021e0d-c321-11ed-8000-1c7d22323175
15/03/2023,19:03:54,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,0b821e0c-c321-11ed-8000-1c7d22323175
15/03/2023,19:03:41,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,07821e0b-c321-11ed-8000-1c7d22323175
15/03/2023,19:03:25,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,fb021e0a-c320-11ed-8000-1c7d22323175
15/03/2023,19:03:12,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,ec021e07-c320-11ed-8000-1c7d22323175
15/03/2023,19:02:48,Scanner,Center Output Tray,2 Sided,Color:A4:Plain:White,2,1,Completed,,de821e04-c320-11ed-8000-1c7d22323175
15/03/2023,18:59:15,LPD:SGSIN1BL7011:16001:adding_am__are__is_to_a_sentence.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,66021e01-c320-11ed-8000-1c7d22323175
15/03/2023,17:16:12,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,80,40,Completed,,91021dfe-c311-11ed-8000-1c7d22323175
15/03/2023,17:11:22,Scanner,Center Output Tray,2 Sided,Black & White:A4:Plain:White,270,135,Completed,,58821dfb-c30f-11ed-8000-1c7d22323175
15/03/2023,16:56:40,Scanner,Center Output Tray,2 Sided,Black & White:A4:Plain:White,2,1,Completed,,46021df8-c30f-11ed-8000-1c7d22323175
15/03/2023,16:56:12,Scanner,Center Output Tray,1 Sided,Black & White:A4:Plain:White,1,1,Completed,,37021df5-c30f-11ed-8000-1c7d22323175
15/03/2023,16:55:35,Scanner,Center Output Tray,1 Sided,Black & White:A4:Plain:White,1,1,Completed,,21021df2-c30f-11ed-8000-1c7d22323175
15/03/2023,16:52:29,Scanner,SMTP:Ajay waranm,PDF:JPEG,Color,1,,Completed,,b3021def-c30e-11ed-8000-1c7d22323175
15/03/2023,16:44:22,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,80,40,Completed,,21821dec-c30d-11ed-8000-1c7d22323175
15/03/2023,16:36:40,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,70821de9-c30c-11ed-8000-1c7d22323175
15/03/2023,16:35:00,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:2 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","     2
     2",2,Completed,,3c021de6-c30c-11ed-8000-1c7d22323175
15/03/2023,16:32:29,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:2 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","     2

     2",2,Completed,,e2021de3-c30b-11ed-8000-1c7d22323175
15/03/2023,16:19:19,Scanner,Center Output Tray,1 Sided,Black & White:A4:Plain:White,15,15,Completed,,08021de0-c30a-11ed-8000-1c7d22323175
15/03/2023,16:18:11,Scanner,Center Output Tray,2 Sided,Black & White:A4:Plain:White,30,15,Completed,,c1021ddd-c309-11ed-8000-1c7d22323175
15/03/2023,16:16:28,Scanner,Center Output Tray,2 Sided,Black & White:A4:Plain:White,2,1,Completed,,a4021dda-c309-11ed-8000-1c7d22323175
15/03/2023,16:16:17,LPD:SGSIN1BL7212:16001:1.6 Latest Lesson Schedules.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,9f821dd7-c309-11ed-8000-1c7d22323175
15/03/2023,15:55:33,LPD:SGSIN1BL7212:16001:1.6 Latest Lesson Schedules.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,be021dd4-c306-11ed-8000-1c7d22323175
15/03/2023,15:29:26,LPD:SGSIN1BL7138:E109525 - License - 2023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,19821dd1-c303-11ed-8000-1c7d22323175
15/03/2023,15:28:52,LPD:SGSIN1BL7138:E109523 - License - 2023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,04021dce-c303-11ed-8000-1c7d22323175
15/03/2023,15:12:12,Scanner,SMTP:vijay.chelvakumar@britishcouncil.org,PDF:JPEG,Color,1,,Completed,,b0821dcb-c300-11ed-8000-1c7d22323175
15/03/2023,15:07:06,Scanner,SMTP:Ajay waranm,PDF:MMR,Black & White,1,,Completed,,fa821dc8-c2ff-11ed-8000-1c7d22323175
15/03/2023,15:00:51,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,18021dc5-c2ff-11ed-8000-1c7d22323175
15/03/2023,15:00:05,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,fb821dc2-c2fe-11ed-8000-1c7d22323175
15/03/2023,14:59:13,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,1,1,Completed,,db821dc1-c2fe-11ed-8000-1c7d22323175
15/03/2023,14:36:56,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,af021dbe-c2fb-11ed-8000-1c7d22323175
15/03/2023,14:36:31,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Right-Middle Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,a3821dbb-c2fb-11ed-8000-1c7d22323175
15/03/2023,14:34:52,LPD:SGSIN1BC0160:StudentNotes_Sec4_Term2_2023 edited.pdf,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    24
    23",24,Completed,,43021db8-c2fb-11ed-8000-1c7d22323175
15/03/2023,14:32:19,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Right-Middle Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,20,20,Completed,,38821db5-c2fa-11ed-8000-1c7d22323175
15/03/2023,14:31:53,LPD:SGSIN1BC0160:Microsoft Word - Lesson 15 Listening Test_2018,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","   120

   120",120,Completed,,29021db2-c2fa-11ed-8000-1c7d22323175
15/03/2023,14:27:12,LPD:SGSIN1BC0160:Microsoft Word - Lesson 15 Listening Test_2018,Right-Middle Output Tray,1 Pages Up:2 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","    60

    60",60,Completed,,10821daf-c2fa-11ed-8000-1c7d22323175
15/03/2023,14:18:15,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,22,22,Completed,,19821dac-c2f9-11ed-8000-1c7d22323175
15/03/2023,13:56:57,LPD:SGSIN1BC0160:Microsoft Word - Sec4_TeachersNotes_T2_2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,4,4,Completed,,29021da9-c2f6-11ed-8000-1c7d22323175
15/03/2023,13:05:28,LPD:SGSIN1BC7004:16001:Picture Cards.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,14,14,Completed,,f2021da6-c2ee-11ed-8000-1c7d22323175
15/03/2023,13:05:06,LPD:SGSIN1BC7004:16001:Sentence Cards with Sound Buttons.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,7,7,Completed,,e6821da3-c2ee-11ed-8000-1c7d22323175
15/03/2023,11:52:19,LPD:SGSIN1BL7011:16001:t-l-4807-ch-phonics-piggy-bank-activity_ver_1.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,c3821da0-c2e4-11ed-8000-1c7d22323175
15/03/2023,11:51:41,LPD:SGSIN1BL7011:16001:t-l-9196-write-and-colour-the-ch-words-worksheets-.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,ad021d9d-c2e4-11ed-8000-1c7d22323175
15/03/2023,11:49:08,LPD:SGSIN1BL7011:16001:t-e-2552608-i-spy-activity-digraph-ch_ver_2.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,51021d9a-c2e4-11ed-8000-1c7d22323175
15/03/2023,11:16:24,LPD:SGSIN1BL7041:2022.08.18_SGP_TACOS (Teaching Staff)_V4.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","    16

     4",10,Completed,,88821d97-c2df-11ed-8000-1c7d22323175
15/03/2023,11:15:40,LPD:SGSIN1BL7041:2022.08.18_SGP_TACOS (Non-Teaching Staff)_V4.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,"Black & White:A4:Plain:White
Color:A4:Plain:White","    19

     3",11,Completed,,80821d94-c2df-11ed-8000-1c7d22323175
15/03/2023,10:36:30,Scanner,SMTP:Vijay Kumar,PDF:JPEG,Color,1,,Completed,,2c021d91-c2da-11ed-8000-1c7d22323175
15/03/2023,10:35:52,LPD:SGSIN1BL7118:1080764_INV_British Council (Singapore)_.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,15021d8e-c2da-11ed-8000-1c7d22323175
15/03/2023,9:58:47,HD:SGSIN1BL7217:Microsoft Word - Label Template for Class Registers 2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain,4,4,Completed,,e5021d8d-c2d4-11ed-8000-1c7d22323175
15/03/2023,9:54:25,LPD:SGSIN1BL7217:Microsoft Word - Label Template for Class Registers 2023,HD,PCL6,,4,,Completed,,4d821d8a-c2d4-11ed-8000-1c7d22323175
15/03/2023,9:26:59,LPD:SGSIN1BL7163:Checklist.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,6,6,Completed,,72821d87-c2d0-11ed-8000-1c7d22323175
15/03/2023,9:06:37,LPD:SGSIN1BL7163:I Spy and Count.pdf,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,7,7,Completed,,99821d84-c2cd-11ed-8000-1c7d22323175
15/03/2023,8:49:30,LPD:SGSIN1BL7163:Copy of 2023_academic calendar_ Singapore Updated.xlsx,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,3a021d81-c2cb-11ed-8000-1c7d22323175
15/03/2023,8:20:51,LPD:SGSIN1BL5047:Procure Journey Process Grp Discussion 15 Mar 23.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A3:Plain:White,4,4,Completed,,35021d7e-c2c7-11ed-8000-1c7d22323175
15/03/2023,8:18:18,LPD:SGSIN1BL5047:Procure Journey Process Grp Discussion 15 Mar 23.xlsx,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A3:Plain:White,1,1,Completed,,de021d7b-c2c6-11ed-8000-1c7d22323175
15/03/2023,8:14:45,LPD:SGSIN1BL7212:16001:Training Confirmation.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,5e821d78-c2c6-11ed-8000-1c7d22323175
15/03/2023,8:13:28,LPD:SGSIN1BL5047:Microsoft Outlook - Memo Style,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,32021d75-c2c6-11ed-8000-1c7d22323175
15/03/2023,8:12:42,LPD:SGSIN1BL5047:Microsoft Word - Find Who,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,4,4,Completed,,14021d72-c2c6-11ed-8000-1c7d22323175
15/03/2023,8:12:02,LPD:SGSIN1BL5047:Microsoft Word - Find Who,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,fe821d6f-c2c5-11ed-8000-1c7d22323175
15/03/2023,8:11:22,LPD:SGSIN1BL5047:Microsoft Word - Find Who,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,e5821d6c-c2c5-11ed-8000-1c7d22323175
15/03/2023,8:04:18,LPD:SGSIN1BL5047:Microsoft Outlook - Memo Style,Center Output Tray,1 Pages Up:2 Sided:PCL6,Black & White:A4:Plain:White,5,3,Completed,,e3821d69-c2c4-11ed-8000-1c7d22323175
15/03/2023,7:59:28,LPD:SGSIN1BL7041:Microsoft Word - Singapore BEB 2223 FINAL,Center Output Tray,1 Pages Up:2 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    38
     6",22,Completed,,f1021d66-c2c3-11ed-8000-1c7d22323175
14/03/2023,17:15:09,Scanner,SMTP:Ajay waranm,PDF:MMR,Black & White,2,,Completed,,b2821d63-c248-11ed-8000-1c7d22323175
14/03/2023,17:03:23,Scanner,SMTP:Ajay waranm,PDF:MMR,Black & White,1,,Completed,,0e021d60-c247-11ed-8000-1c7d22323175
14/03/2023,17:01:27,LPD:SGSIN1BL7138:Microsoft Word - Find Who,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,4,4,Completed,,c7821d5d-c246-11ed-8000-1c7d22323175
14/03/2023,16:45:55,LPD:SGSIN1BL7138:Microsoft Word - Find Who,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,9d821d5a-c244-11ed-8000-1c7d22323175
14/03/2023,16:32:21,LPD:SGSIN1BL5031:Microsoft Word - BHC,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,b6021d57-c242-11ed-8000-1c7d22323175
14/03/2023,15:34:03,LPD:SGSIN1BL5031:PO_300000007158060_PUR1031641_0 (002).pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","     1
     1",2,Completed,,91821d54-c23a-11ed-8000-1c7d22323175
14/03/2023,14:57:45,HD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain,2,2,Completed,,80021d53-c235-11ed-8000-1c7d22323175
14/03/2023,14:56:17,LPD:SGSIN1BL7217:Microsoft Word - 2022 New Brand On Cert,HD,PCL6,,2,,Completed,,4f021d50-c235-11ed-8000-1c7d22323175
14/03/2023,14:46:56,LPD:SGSIN1BL7122:Local _ Offer for Coventry University M...ing Management (Jul-23)_encrypted_.pdf,Center Output Tray,1 Sided:PCL6,"Color:A4:Plain:White
Black & White:A4:Plain:White","    13
     4",17,Completed,,f4821d4d-c233-11ed-8000-1c7d22323175
14/03/2023,14:44:53,Scanner,SMTP:Kane Flaherty,PDF:JPEG,Color,2,,Completed,,a1821d4a-c233-11ed-8000-1c7d22323175
14/03/2023,14:40:40,LPD:SGSIN1BL7041:Microsoft Outlook - Memo Style,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,1d021d47-c233-11ed-8000-1c7d22323175
14/03/2023,14:25:23,LPD:SGSIN1BL7118:Microsoft Outlook - Memo Style,Center Output Tray,1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,f9821d44-c230-11ed-8000-1c7d22323175
14/03/2023,13:44:00,LPD:SGSIN1BC7004:Test Page,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,1,1,Completed,,34821d41-c22b-11ed-8000-1c7d22323175
14/03/2023,13:43:35,LPD:SGSIN1BC7004:16001:Test Page,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,1,1,Completed,,24021d3e-c22b-11ed-8000-1c7d22323175
14/03/2023,13:34:09,LPD:SGSIN1BL7227:farm-animals-matching-worksheet.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,6,6,Completed,,d0821d3b-c229-11ed-8000-1c7d22323175
14/03/2023,13:33:19,LPD:SGSIN1BL7227:farm-animals-worksheet-missingletters.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,6,6,Completed,,af821d38-c229-11ed-8000-1c7d22323175
14/03/2023,13:33:05,LPD:SGSIN1BL5031:Microsoft Word - Order Form-Shape Creative-Singapore Video Filming-Mar 2023,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,2,2,Completed,,ab021d35-c229-11ed-8000-1c7d22323175
14/03/2023,13:33:03,LPD:SGSIN1BL7227:T-T-18418-Handprint-Chicken-With-Chicks-Craft-Instructions.pdf,Center Output Tray,1 Pages Up:2 Sided:PCL6,Color:A4:Plain:White,9,5,Completed,,a1021d32-c229-11ed-8000-1c7d22323175
14/03/2023,13:32:27,LPD:SGSIN1BL7138:E109523 - License - 2023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,2,2,Completed,,96821d2f-c229-11ed-8000-1c7d22323175
14/03/2023,13:31:59,LPD:SGSIN1BL7227:Station_3_ cut-and-stick-farm-activity_ver_1.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Color:A4:Plain:White,18,18,Completed,,7a821d2c-c229-11ed-8000-1c7d22323175
14/03/2023,13:30:53,LPD:SGSIN1BL7138:E109525 - License - 2023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,2,2,Completed,,5f021d29-c229-11ed-8000-1c7d22323175
14/03/2023,13:30:40,LPD:SGSIN1BL7138:E109523 - License - 2023.pdf,Center Output Tray,1 Pages Up:1 Sided:PCL6,Black & White:A4:Plain:White,2,2,Completed,,54021d26-c229-11ed-8000-1c7d22323175
14/03/2023,12:09:03,Scanner,Center Output Tray,1 Sided,Color:A4:Plain:White,12,12,Completed,,e8821d23-c21d-11ed-8000-1c7d22323175
14/03/2023,10:18:14,Scanner,Center Output Tray,2 Sided,Color:A3:Plain:White,2,1,Completed,,68821d20-c20e-11ed-8000-1c7d22323175
14/03/2023,10:17:43,Scanner,Center Output Tray,2 Sided,Color:A3:Plain:White,2,1,Completed,,55021d1d-c20e-11ed-8000-1c7d22323175
